Country,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,Dependent Variable (Bankruptcy)
Japan,-12900,154500,24600,700,-19000,111400,129600,2000,69900,-28000,20,1
Japan,-162500,34200,-87100,-153400,-8000,171200,16100,157000,45200,142000,20,1
Korea,-2200,396000,34900,100,8800,52100,301000,39800,46700,-4700,20,0
Japan,-2400,168300,29100,8800,300,82800,117300,20600,71600,-5500,45,0
Japan,-1000,140700,21100,16300,1400,105700,88400,47300,72800,-2400,45,0
Japan,-700,184200,31700,32900,2100,169500,123000,33600,69300,-1700,30,0
Japan,6400,84500,-6400,25100,2500,234900,26000,14800,35000,15500,25,0
Japan,3600,353600,34900,41600,4800,62100,272900,1900,48600,4300,25,0
Japan,6800,112200,3000,40800,13500,92000,99000,34400,27200,15700,25,0
Japan,2700,316300,45500,35000,4800,61500,152600,27600,66500,4400,25,0
Japan,500,136000,13000,10600,3300,75900,53000,26700,49200,1600,25,0
Japan,500,111600,4800,-7400,2100,113500,91700,54200,46000,3000,20,0
Japan,3500,183300,31200,33900,4300,83800,141200,22100,68600,8500,20,0
Japan,3600,157800,24600,38200,5600,96200,121600,2000,67100,7400,20,0
Japan,7000,191700,33400,34100,10900,116000,151100,3000,69900,11300,20,0
Japan,3000,135900,12000,30800,5100,92600,68700,21200,45500,6600,15,0
Austria,1400,77900,-7100,-3000,6800,59700,64600,53500,24900,12400,50,0
Austria,-37300,198,15200,-32500,-31500,45200,145900,18200,30700,-57700,50,1
Denmark,9400,268400,53000,51600,14400,188600,139800,10100,84500,16100,20,0
Denmark,900,279100,33200,-89700,1200,96000,239300,7800,51700,1200,45,0
Denmark,5800,147800,13100,30200,6800,98300,82900,31000,40500,14900,20,0
Denmark,-2500,40200,14700,-2500,-3900,19500,86800,29500,39500,-4700,45,1
Denmark,-3500,93600,-6600,3400,-1500,152000,49500,69200,54400,-29900,20,1
Denmark,-25700,106200,-3500,-1000,-21500,106400,35600,65500,50800,-477800,20,1
France,-9200,106800,-9500,-20000,-3600,95100,18500,45300,66700,57500,20,1
France,-46100,87600,-74700,-150100,-22400,90600,31700,73000,40000,276300,25,1
France,-20700,34900,1500,-20700,-17300,59800,74400,21300,57200,-58700,45,1
France,4700,247000,48100,4700,10100,82000,206300,0,80800,7500,45,0
France,7400,192400,32100,7400,9400,116200,183600,16600,66800,16300,20,0
France,3300,117100,12100,3200,3500,137400,50600,44400,83100,16900,25,0
Germany,2400,134800,10900,13500,5100,132700,130600,26700,42300,7100,45,0
Germany,11000,61800,-9500,-200,16600,86500,48100,28000,15400,29400,25,0
Germany,9500,127100,5000,16500,14300,115000,69400,15200,23200,14700,10,0
Germany,12500,152000,5500,25000,13500,76900,65500,2500,38400,19400,10,1
Germany,-11900,128400,-16800,3500,-8200,51300,66200,48700,37600,-40200,25,1
Germany,-8300,241900,15800,3800,-7900,11700,207100,5600,26700,-9700,45,1
Italy,-11100,124200,-7900,-12800,-4000,100500,80200,41800,54500,-55100,45,1
Italy,-42700,87300,-18400,7900,-4900,65000,47000,80900,50900,135900,30,1
Italy,800,38600,-23000,6700,4200,74000,34600,26100,14400,1900,45,0
Italy,1800,135700,19400,11400,5300,132700,52500,31500,73600,6900,30,0
Netherlands,3800,131500,16300,4200,6000,128300,44800,25000,67800,9400,25,0
Netherlands,100,98500,-500,20000,2300,126400,92100,6100,29900,200,45,0
Netherlands,2600,77100,23700,-52600,6600,161300,170100,30400,57400,23100,45,1
Netherlands,-13000,193700,2900,0,-10400,124900,34300,61500,76700,-83500,25,1
Norway,-11400,170100,27800,-11400,-3800,500,,63000,31400,-36500,10,1
Norway,-27100,,-8900,-11600,-28300,38300,63800,21200,16100,-50500,45,1
Norway,13500,136600,23700,29200,19100,251100,99400,0,88600,39600,45,0
Norway,4400,192200,7100,29900,4900,13900,185300,60300,14700,14400,10,0
Poland,18900,159900,19000,21200,15000,132600,98900,11700,50600,31900,45,0
Poland,500,106600,3900,500,2900,191000,60700,28800,63900,2200,25,0
Poland,,51900,,,,336400,1300,,23600,120300,45,1
Poland,-18800,23100,-37200,-81700,-10500,62400,32500,9200,40200,-233300,25,1
Portugal,-9500,2600,30000,-6000,-7600,76600,49300,52400,70500,-60400,25,1
Portugal,-2700,263000,21500,-116400,-900,41600,104300,52900,34700,-11700,25,0
Sweden,11200,233700,30600,41200,15500,116100,133600,12400,53600,17700,20,0
Sweden,2700,52200,-11100,-44800,5400,44700,43200,33200,12100,7000,25,0
Sweden,2400,66000,-9600,11900,6200,35000,51600,31100,18600,5700,45,0
Sweden,-27200,85900,-22400,-66500,-25100,51600,45700,41800,22800,-207900,20,1
Sweden,-9400,91600,-1300,-17900,-9000,86700,79900,8800,30500,-13900,25,1
Sweden,-5800,96000,11900,-4200,-5900,37700,174700,3100,22900,-7000,45,1
United Kingdom,6100,43300,74300,9200,11000,51900,56700,46300,93300,17500,20,1
United Kingdom,-14900,490600,-70300,-15500,2200,43900,3700,70000,6000,-79300,25,1
United Kingdom,,7800,-48900,,,157000,39800,49600,58400,,45,1
United Kingdom,-50300,133800,-32000,-72500,-51000,150400,56700,24600,53200,-805600,50,1
United Kingdom,13800,202500,21900,62400,20500,114900,104100,1500,43200,18900,20,0
United Kingdom,6000,72900,-2500,48900,7700,55500,41800,28600,6800,11300,25,0
United Kingdom,200,221800,20500,-80700,1000,52300,166200,12800,37300,300,45,0
United Kingdom,5800,98200,-300,9000,11900,35600,83300,48500,17400,19300,50,0
United States of America,900,45400,-4000,12400,3700,22700,38000,37500,3300,2000,10,0
United States of America,-9200,117000,6600,-15400,1200,189800,85300,22700,45700,-27800,15,0
United States of America,4700,157900,24100,29900,7800,204300,142900,5000,65800,10900,20,0
United States of America,6800,108400,3000,-14300,9500,147200,81000,51000,38100,80600,20,0
United States of America,16300,575200,67000,71700,25700,140400,281800,0,81100,19900,25,0
United States of America,2300,164700,25900,25300,8100,221800,42000,25900,65900,6500,25,0
United States of America,1000,262300,29600,44300,-1100,204900,119500,20100,47900,1900,30,0
United States of America,3700,282600,20600,31900,7600,70700,133100,14900,31900,6700,35,0
United States of America,1900,121300,8000,400,1800,74900,103900,11000,45900,4300,45,0
United States of America,400,300600,15300,-2100,-2200,28500,159900,31200,23000,700,55,0
United States of America,-2200,101800,300,-2700,7900,43100,77200,51100,20200,-20000,55,0
United States of America,-13500,88300,-2300,-6800,-1800,59700,72500,68200,17600,-146300000,10,1
United States of America,-9200,117000,6600,-15400,1200,189800,85300,22700,45700,-27800,15,1
United States of America,4700,156700,23500,10300,4600,196200,128900,0,65000,10100,20,1
United States of America,-1900,78400,-7400,-17600,3600,98700,62000,35000,26700,-150300000,20,1
United States of America,-1700,210900,23800,-20300,2300,96200,125100,40800,45300,-16100,25,1
United States of America,-61700,167300,27600,-57300,-27000,,113300,1200,68600,135200,25,1
United States of America,-20600,41100,-61000,-89600,4600,46100,27500,79400,42500,184500,30,1
United States of America,-17600,129800,6300,-251700,-10600,70300,64800,45100,27500,-46700,35,1
United States of America,-105400,38200,,-370500000,-55200,121200,21200,124100,69100,120100,45,1
Canada,-1000,119300,3600,-11000,6200,40100,69900,47600,22400,-4400,35,0
Canada,3100,215800,21400,11300,7300,143700,131200,38600,39900,7800,30,0
Canada,-30200,339400,55600,-190900,-39600,49800,302500,0,78800,304900,35,0
Canada,-57700,275000,34400,-405400000,-63100,47900,225400,25600,54000,-104700000,30,1
Canada,,104900,4100,,,50600,100100,2900,87700,,35,1
Canada,-15500,102900,1400,,-6100,67100,36500,29200,51600,-32500,35,1
United States of America,-74100,199100,23200,-210700000,-53600,29000,168400,3200,46700,-124300000,45,1
United States of America,-36900,94000,-3600,-61300,-29700,85300,42000,31900,55400,271800,45,1
United States of America,-500,475400,52800,-156000000,1100,92700,321000,4000,66900,-700,45,0
United States of America,5100,218500,44400,33400,7800,172100,82900,5600,81800,8800,45,0
United States of America,7500,133400,9500,70800,14500,136100,115700,37000,37900,25100,25,0
United States of America,2700,228200,24200,22200,5000,100800,116800,21800,43100,5100,25,0
United States of America,-22700,263200,48000,-50100,-25000,103400,33200,1200,77300,-40200,25,1
United States of America,-1100,95700,-1000,-2700,3100,92500,39400,56600,23300,-6300,25,1
United States of America,1300,173800,12000,-10000,9400,86700,87000,44500,28300,4900,30,1
United States of America,-40000,58600,-27400,-137300,-26600,52000,31700,97800,38800,162600,35,1
United States of America,1800,315700,38700,6900,7500,147900,132500,39100,56700,4600,30,0
United States of America,5200,412600,40200,45400,8700,91500,172400,16900,53100,7500,35,0
United States of America,200,72000,-1900,6600,2400,20900,36900,42800,4900,600,10,0
United States of America,7300,163800,4600,-5100,1700,21300,135700,32500,11800,13700,10,0
United States of America,-93100,19300,-56800,-91400,-92400,44400,11400,66800,13600,-341600000,10,1
United States of America,-14200,11600,-12500,-40900,-5100,8400,9300,67300,1600,389700,10,1
United States of America,-46700,212900,36600,-65800,-45000,117100,104700,64200,68900,,45,1
United States of America,-23100,443000,39300,-83900,-25000,24300,319300,18800,50700,-32900,45,1
United States of America,7800,171500,24600,42300,3800,60700,135400,0,59000,12800,45,0
United States of America,9300,252700,39400,23000,12300,72300,179300,7600,65300,13700,45,0
United States of America,-243300,7400,-109300000,-514900000,-45700,10100,4200,222100,8700,143500,55,1
United States of America,1500,107000,3000,3100,3000,153900,48000,15600,46400,9500,55,1
United States of America,1200,214900,9100,-46800,4500,33100,145200,65000,17100,5000,55,0
United States of America,3700,418000,52400,27000,6500,84000,293800,0,68800,5200,45,0
